DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
1/1/2014 3:58,100,100,100,1,0
1/1/2014 3:58,100,100,101,1,0
1/1/2014 3:58,100,100,102,1,0
1/1/2014 3:58,100,100,103,1,0
1/1/2014 3:58,100,100,104,1,0
1/1/2014 3:58,100,100,105,1,0
1/1/2014 3:58,100,100,106,1,0
1/1/2014 3:58,100,101,100,1,0
1/1/2014 3:58,100,101,101,1,0
1/1/2014 3:58,100,101,102,1,0
1/1/2014 3:58,100,101,103,1,0
1/1/2014 3:58,100,101,104,1,0
1/1/2014 3:58,100,101,105,1,0
1/1/2014 3:58,100,101,106,1,0
1/1/2014 3:58,101,102,100,1,0
1/1/2014 3:58,101,102,101,1,0
1/1/2014 3:58,101,102,102,1,0
1/1/2014 3:58,101,102,103,1,0
1/1/2014 3:58,101,102,104,1,0
1/1/2014 3:58,101,102,105,1,0
1/1/2014 3:58,101,102,106,1,0
1/1/2014 3:58,102,103,100,1,0
1/1/2014 3:58,102,103,101,1,0
1/1/2014 3:58,102,103,102,1,0
1/1/2014 3:58,102,103,103,1,0
1/1/2014 3:58,102,103,104,1,0
1/1/2014 3:58,102,103,105,1,0
1/1/2014 3:58,102,103,106,1,0
1/1/2014 3:58,102,104,100,1,0
1/1/2014 3:58,102,104,101,1,0
1/1/2014 3:58,102,104,102,1,0
1/1/2014 3:58,102,104,103,1,0
1/1/2014 3:58,102,104,104,1,0
1/1/2014 3:58,102,104,105,1,0
1/1/2014 3:58,102,104,106,1,0
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
1/2/2014 3:58,100,100,100,0,0
1/2/2014 3:58,100,100,101,1,0
1/2/2014 3:58,100,100,102,0,0
1/2/2014 3:58,100,100,103,0,0
1/2/2014 3:58,100,100,104,1,0
1/2/2014 3:58,100,100,105,1,0
1/2/2014 3:58,100,100,106,1,0
1/2/2014 3:58,100,101,100,1,0
1/2/2014 3:58,100,101,101,1,0
1/2/2014 3:58,100,101,102,0,0
1/2/2014 3:58,100,101,103,0,0
